#x y exx eyy exy
0.000000e+00 1.650000e+04 5.399722e+00 5.266944e+00 8.049676e+00
0.000000e+00 1.660000e+04 5.399104e+00 5.267563e+00 8.048985e+00
0.000000e+00 1.670000e+04 5.398496e+00 5.268171e+00 8.048311e+00
0.000000e+00 1.680000e+04 5.397898e+00 5.268769e+00 8.047655e+00
0.000000e+00 1.690000e+04 5.397310e+00 5.269357e+00 8.047015e+00
0.000000e+00 1.700000e+04 5.396731e+00 5.269935e+00 8.046391e+00
0.000000e+00 1.710000e+04 5.396163e+00 5.270504e+00 8.045783e+00
0.000000e+00 1.720000e+04 5.395604e+00 5.271062e+00 8.045188e+00
0.000000e+00 1.730000e+04 5.395055e+00 5.271612e+00 8.044608e+00
0.000000e+00 1.740000e+04 5.394515e+00 5.272152e+00 8.044041e+00
0.000000e+00 1.750000e+04 5.393984e+00 5.272683e+00 8.043487e+00
0.000000e+00 1.760000e+04 5.393462e+00 5.273204e+00 8.042945e+00
0.000000e+00 1.770000e+04 5.392949e+00 5.273718e+00 8.042415e+00
0.000000e+00 1.780000e+04 5.392444e+00 5.274222e+00 8.041897e+00
0.000000e+00 1.790000e+04 5.391948e+00 5.274718e+00 8.041389e+00
0.000000e+00 1.800000e+04 5.391460e+00 5.275206e+00 8.040893e+00
0.000000e+00 1.810000e+04 5.390981e+00 5.275686e+00 8.040406e+00
0.000000e+00 1.820000e+04 5.390509e+00 5.276158e+00 8.039930e+00
0.000000e+00 1.830000e+04 5.390045e+00 5.276622e+00 8.039463e+00
0.000000e+00 1.840000e+04 5.389588e+00 5.277079e+00 8.039006e+00
0.000000e+00 1.850000e+04 5.389139e+00 5.277528e+00 8.038557e+00
0.000000e+00 1.860000e+04 5.388697e+00 5.277970e+00 8.038118e+00
0.000000e+00 1.870000e+04 5.388262e+00 5.278404e+00 8.037686e+00
0.000000e+00 1.880000e+04 5.387834e+00 5.278832e+00 8.037263e+00
0.000000e+00 1.890000e+04 5.387413e+00 5.279253e+00 8.036848e+00
0.000000e+00 1.900000e+04 5.386999e+00 5.279668e+00 8.036440e+00
0.000000e+00 1.910000e+04 5.386591e+00 5.280076e+00 8.036040e+00
0.000000e+00 1.920000e+04 5.386190e+00 5.280477e+00 8.035646e+00
0.000000e+00 1.930000e+04 5.385794e+00 5.280872e+00 8.035260e+00
0.000000e+00 1.940000e+04 5.385405e+00 5.281262e+00 8.034881e+00
0.000000e+00 1.950000e+04 5.385022e+00 5.281645e+00 8.034508e+00
0.000000e+00 1.960000e+04 5.384644e+00 5.282023e+00 8.034141e+00
0.000000e+00 1.970000e+04 5.384272e+00 5.282394e+00 8.033781e+00
0.000000e+00 1.980000e+04 5.383906e+00 5.282761e+00 8.033427e+00
0.000000e+00 1.990000e+04 5.383545e+00 5.283122e+00 8.033078e+00
1.000000e+02 0.000000e+00 5.291715e+00 5.374952e+00 7.973215e+00
1.000000e+02 1.000000e+02 5.291250e+00 5.375417e+00 7.972782e+00
1.000000e+02 2.000000e+02 5.290775e+00 5.375892e+00 7.972341e+00
1.000000e+02 3.000000e+02 5.290290e+00 5.376377e+00 7.971889e+00
1.000000e+02 4.000000e+02 5.289794e+00 5.376873e+00 7.971427e+00
1.000000e+02 5.000000e+02 5.289287e+00 5.377380e+00 7.970955e+00
1.000000e+02 6.000000e+02 5.288768e+00 5.377898e+00 7.970471e+00
1.000000e+02 7.000000e+02 5.288238e+00 5.378428e+00 7.969976e+00
1.000000e+02 8.000000e+02 5.287696e+00 5.378971e+00 7.969470e+00
1.000000e+02 9.000000e+02 5.287141e+00 5.379525e+00 7.968952e+00
1.000000e+02 1.000000e+03 5.286574e+00 5.380093e+00 7.968421e+00
1.000000e+02 1.100000e+03 5.285993e+00 5.380674e+00 7.967877e+00
1.000000e+02 1.200000e+03 5.285399e+00 5.381268e+00 7.967320e+00
1.000000e+02 1.300000e+03 5.284790e+00 5.381877e+00 7.966748e+00
1.000000e+02 1.400000e+03 5.284167e+00 5.382500e+00 7.966163e+00
1.000000e+02 1.500000e+03 5.283528e+00 5.383138e+00 7.965562e+00
1.000000e+02 1.600000e+03 5.282874e+00 5.383792e+00 7.964946e+00
1.000000e+02 1.700000e+03 5.282204e+00 5.384462e+00 7.964314e+00
1.000000e+02 1.800000e+03 5.281517e+00 5.385149e+00 7.963664e+00
1.000000e+02 1.900000e+03 5.280814e+00 5.385853e+00 7.962998e+00
1.000000e+02 2.000000e+03 5.280092e+00 5.386575e+00 7.962313e+00
1.000000e+02 2.100000e+03 5.279351e+00 5.387315e+00 7.961609e+00
1.000000e+02 2.200000e+03 5.278592e+00 5.388074e+00 7.960886e+00
1.000000e+02 2.300000e+03 5.277813e+00 5.388854e+00 7.960142e+00
1.000000e+02 2.400000e+03 5.277014e+00 5.389653e+00 7.959377e+00
1.000000e+02 2.500000e+03 5.276193e+00 5.390474e+00 7.958590e+00
1.000000e+02 2.600000e+03 5.275350e+00 5.391316e+00 7.957779e+00
1.000000e+02 2.700000e+03 5.274485e+00 5.392182e+00 7.956944e+00
1.000000e+02 2.800000e+03 5.273596e+00 5.393070e+00 7.956084e+00
1.000000e+02 2.900000e+03 5.272683e+00 5.393984e+00 7.955197e+00
1.000000e+02 3.000000e+03 5.271744e+00 5.394922e+00 7.954282e+00
1.000000e+02 3.100000e+03 5.270779e+00 5.395887e+00 7.953339e+00
1.000000e+02 3.200000e+03 5.269787e+00 5.396879e+00 7.952365e+00
1.000000e+02 3.300000e+03 5.268767e+00 5.397900e+00 7.951359e+00
1.000000e+02 3.400000e+03 5.267717e+00 5.398950e+00 7.950320e+00
1.000000e+02 3.500000e+03 5.266637e+00 5.400030e+00 7.949245e+00
1.000000e+02 3.600000e+03 5.265525e+00 5.401142e+00 7.948134e+00
1.000000e+02 3.700000e+03 5.264381e+00 5.402286e+00 7.946984e+00
1.000000e+02 3.800000e+03 5.263202e+00 5.403465e+00 7.945794e+00
1.000000e+02 3.900000e+03 5.261988e+00 5.404679e+00 7.944560e+00
1.000000e+02 4.000000e+03 5.260737e+00 5.405930e+00 7.943281e+00
1.000000e+02 4.100000e+03 5.259448e+00 5.407219e+00 7.941955e+00
1.000000e+02 4.200000e+03 5.258119e+00 5.408547e+00 7.940578e+00
1.000000e+02 4.300000e+03 5.256750e+00 5.409917e+00 7.939149e+00
1.000000e+02 4.400000e+03 5.255337e+00 5.411330e+00 7.937663e+00
1.000000e+02 4.500000e+03 5.253880e+00 5.412786e+00 7.936118e+00
1.000000e+02 4.600000e+03 5.252377e+00 5.414289e+00 7.934509e+00
1.000000e+02 4.700000e+03 5.250827e+00 5.415840e+00 7.932834e+00
1.000000e+02 4.800000e+03 5.249227e+00 5.417440e+00 7.931089e+00
1.000000e+02 4.900000e+03 5.247576e+00 5.419091e+00 7.929268e+00
1.000000e+02 5.000000e+03 5.245871e+00 5.420795e+00 7.927367e+00
1.000000e+02 5.100000e+03 5.244112e+00 5.422554e+00 7.925381e+00
1.000000e+02 5.200000e+03 5.242297e+00 5.424370e+00 7.923305e+00
1.000000e+02 5.300000e+03 5.240423e+00 5.426244e+00 7.921132e+00
1.000000e+02 5.400000e+03 5.238489e+00 5.428178e+00 7.918855e+00
1.000000e+02 5.500000e+03 5.236493e+00 5.430174e+00 7.916469e+00
1.000000e+02 5.600000e+03 5.234434e+00 5.432233e+00 7.913964e+00
1.000000e+02 5.700000e+03 5.232310e+00 5.434356e+00 7.911333e+00
1.000000e+02 5.800000e+03 5.230122e+00 5.436545e+00 7.908566e+00
1.000000e+02 5.900000e+03 5.227867e+00 5.438800e+00 7.905653e+00
1.000000e+02 6.000000e+03 5.225546e+00 5.441121e+00 7.902584e+00
1.000000e+02 6.100000e+03 5.223158e+00 5.443508e+00 7.899347e+00
1.000000e+02 6.200000e+03 5.220706e+00 5.445961e+00 7.895928e+00
1.000000e+02 6.300000e+03 5.218191e+00 5.448476e+00 7.892313e+00
1.000000e+02 6.400000e+03 5.215616e+00 5.451051e+00 7.888487e+00
1.000000e+02 6.500000e+03 5.212985e+00 5.453681e+00 7.884433e+00
1.000000e+02 6.600000e+03 5.210306e+00 5.456360e+00 7.880132e+00
1.000000e+02 6.700000e+03 5.207587e+00 5.459079e+00 7.875563e+00
1.000000e+02 6.800000e+03 5.204840e+00 5.461827e+00 7.870706e+00
1.000000e+02 6.900000e+03 5.202080e+00 5.464587e+00 7.865535e+00
1.000000e+02 7.000000e+03 5.199327e+00 5.467339e+00 7.860025e+00
1.000000e+02 7.100000e+03 5.196608e+00 5.470059e+00 7.854148e+00
1.000000e+02 7.200000e+03 5.193954e+00 5.472713e+00 7.847873e+00
1.000000e+02 7.300000e+03 5.191408e+00 5.475259e+00 7.841168e+00
1.000000e+02 7.400000e+03 5.189023e+00 5.477643e+00 7.834000e+00
1.000000e+02 7.500000e+03 5.186868e+00 5.479799e+00 7.826335e+00
1.000000e+02 7.600000e+03 5.185026e+00 5.481640e+00 7.818136e+00
1.000000e+02 7.700000e+03 5.183607e+00 5.483060e+00 7.809372e+00
1.000000e+02 7.800000e+03 5.182746e+00 5.483921e+00 7.800012e+00
1.000000e+02 7.900000e+03 5.182613e+00 5.484053e+00 7.790034e+00
1.000000e+02 8.000000e+03 5.183424e+00 5.483242e+00 7.779427e+00
1.000000e+02 8.100000e+03 5.185447e+00 5.481219e+00 7.768200e+00
1.000000e+02 8.200000e+03 5.189018e+00 5.477649e+00 7.756393e+00
1.000000e+02 8.300000e+03 5.194552e+00 5.472115e+00 7.744088e+00
1.000000e+02 8.400000e+03 5.202563e+00 5.464104e+00 7.731437e+00
1.000000e+02 8.500000e+03 5.213676e+00 5.452990e+00 7.718684e+00
1.000000e+02 8.600000e+03 5.228643e+00 5.438024e+00 7.706213e+00
1.000000e+02 8.700000e+03 5.248345e+00 5.418322e+00 7.694599e+00
1.000000e+02 8.800000e+03 5.273782e+00 5.392885e+00 7.684676e+00
1.000000e+02 8.900000e+03 5.306025e+00 5.360642e+00 7.677629e+00
1.000000e+02 9.000000e+03 5.346117e+00 5.320550e+00 7.675084e+00
1.000000e+02 9.100000e+03 5.394883e+00 5.271783e+00 7.679196e+00
1.000000e+02 9.200000e+03 5.452620e+00 5.214047e+00 7.692691e+00
1.000000e+02 9.300000e+03 5.518637e+00 5.148030e+00 7.718779e+00
1.000000e+02 9.400000e+03 5.590679e+00 5.075988e+00 7.760854e+00
1.000000e+02 9.500000e+03 5.664341e+00 5.002326e+00 7.821842e+00
1.000000e+02 9.600000e+03 5.732791e+00 4.933876e+00 7.903128e+00
1.000000e+02 9.700000e+03 5.787232e+00 4.879435e+00 8.003223e+00
1.000000e+02 9.800000e+03 5.818535e+00 4.848132e+00 8.116625e+00
1.000000e+02 9.900000e+03 5.819945e+00 4.846722e+00 8.233729e+00
1.000000e+02 1.000000e+04 5.789905e+00 4.876761e+00 8.342429e+00
1.000000e+02 1.010000e+04 5.733351e+00 4.933316e+00 8.431243e+00
1.000000e+02 1.020000e+04 5.660399e+00 5.006268e+00 8.492575e+00
1.000000e+02 1.030000e+04 5.582988e+00 5.083679e+00 8.524442e+00
1.000000e+02 1.040000e+04 5.511325e+00 5.155341e+00 8.529959e+00
1.000000e+02 1.050000e+04 5.451834e+00 5.214832e+00 8.515290e+00
1.000000e+02 1.060000e+04 5.406963e+00 5.259704e+00 8.487377e+00
1.000000e+02 1.070000e+04 5.376197e+00 5.290470e+00 8.452347e+00
1.000000e+02 1.080000e+04 5.357387e+00 5.309280e+00 8.414814e+00
1.000000e+02 1.090000e+04 5.347821e+00 5.318846e+00 8.377831e+00
1.000000e+02 1.100000e+04 5.344893e+00 5.321774e+00 8.343173e+00
1.000000e+02 1.110000e+04 5.346413e+00 5.320253e+00 8.311700e+00
1.000000e+02 1.120000e+04 5.350691e+00 5.315976e+00 8.283678e+00
1.000000e+02 1.130000e+04 5.356497e+00 5.310170e+00 8.259032e+00
1.000000e+02 1.140000e+04 5.362979e+00 5.303687e+00 8.237504e+00
1.000000e+02 1.150000e+04 5.369578e+00 5.297088e+00 8.218757e+00
1.000000e+02 1.160000e+04 5.375942e+00 5.290725e+00 8.202442e+00
1.000000e+02 1.170000e+04 5.381865e+00 5.284802e+00 8.188225e+00
1.000000e+02 1.180000e+04 5.387243e+00 5.279424e+00 8.175802e+00
1.000000e+02 1.190000e+04 5.392034e+00 5.274633e+00 8.164911e+00
1.000000e+02 1.200000e+04 5.396239e+00 5.270427e+00 8.155321e+00
1.000000e+02 1.210000e+04 5.399884e+00 5.266782e+00 8.146839e+00
1.000000e+02 1.220000e+04 5.403007e+00 5.263660e+00 8.139302e+00
1.000000e+02 1.230000e+04 5.405652e+00 5.261014e+00 8.132573e+00
1.000000e+02 1.240000e+04 5.407868e+00 5.258799e+00 8.126534e+00
1.000000e+02 1.250000e+04 5.409700e+00 5.256967e+00 8.121091e+00
1.000000e+02 1.260000e+04 5.411193e+00 5.255474e+00 8.116161e+00
1.000000e+02 1.270000e+04 5.412386e+00 5.254281e+00 8.111677e+00
1.000000e+02 1.280000e+04 5.413317e+00 5.253350e+00 8.107580e+00
1.000000e+02 1.290000e+04 5.414019e+00 5.252648e+00 8.103822e+00
1.000000e+02 1.300000e+04 5.414522e+00 5.252145e+00 8.100361e+00
1.000000e+02 1.310000e+04 5.414851e+00 5.251815e+00 8.097163e+00
1.000000e+02 1.320000e+04 5.415031e+00 5.251636e+00 8.094197e+00
1.000000e+02 1.330000e+04 5.415080e+00 5.251586e+00 8.091437e+00
1.000000e+02 1.340000e+04 5.415018e+00 5.251649e+00 8.088862e+00
1.000000e+02 1.350000e+04 5.414860e+00 5.251807e+00 8.086451e+00
1.000000e+02 1.360000e+04 5.414618e+00 5.252048e+00 8.084189e+00
1.000000e+02 1.370000e+04 5.414307e+00 5.252360e+00 8.082060e+00
1.000000e+02 1.380000e+04 5.413934e+00 5.252732e+00 8.080053e+00
1.000000e+02 1.390000e+04 5.413511e+00 5.253155e+00 8.078155e+00
1.000000e+02 1.400000e+04 5.413045e+00 5.253622e+00 8.076358e+00
1.000000e+02 1.410000e+04 5.412542e+00 5.254125e+00 8.074653e+00
1.000000e+02 1.420000e+04 5.412008e+00 5.254658e+00 8.073032e+00
1.000000e+02 1.430000e+04 5.411450e+00 5.255217e+00 8.071488e+00
1.000000e+02 1.440000e+04 5.410871e+00 5.255796e+00 8.070015e+00
1.000000e+02 1.450000e+04 5.410275e+00 5.256391e+00 8.068607e+00
1.000000e+02 1.460000e+04 5.409667e+00 5.257000e+00 8.067261e+00
1.000000e+02 1.470000e+04 5.409048e+00 5.257619e+00 8.065971e+00
